date,city,statecode,unemployment,housing
2010-04-01,Charlotte,NC,12.2,170768
2010-05-01,Charlotte,NC,12.0,170384
2010-06-01,Charlotte,NC,11.7,169621
2010-07-01,Charlotte,NC,11.4,168199
2010-08-01,Charlotte,NC,11.3,166920
2010-09-01,Charlotte,NC,11.2,165725
2010-10-01,Charlotte,NC,11.1,164490
2010-11-01,Charlotte,NC,11.1,162955
2010-12-01,Charlotte,NC,11.1,161687
2011-01-01,Charlotte,NC,11.0,160519
2011-02-01,Charlotte,NC,10.9,159434
2011-03-01,Charlotte,NC,10.9,158147
2011-04-01,Charlotte,NC,10.8,156592
2011-05-01,Charlotte,NC,10.8,154974
2011-06-01,Charlotte,NC,10.8,153976
2011-07-01,Charlotte,NC,10.8,153182
2011-08-01,Charlotte,NC,10.7,152560
2011-09-01,Charlotte,NC,10.5,151750
2011-10-01,Charlotte,NC,10.3,150859
2011-11-01,Charlotte,NC,10.1,149977
2011-12-01,Charlotte,NC,9.9,150005
2012-01-01,Charlotte,NC,9.7,149877
2012-02-01,Charlotte,NC,9.5,150304
2012-03-01,Charlotte,NC,9.4,149884
2012-04-01,Charlotte,NC,9.4,149984
2012-05-01,Charlotte,NC,9.3,149715
2012-06-01,Charlotte,NC,9.3,149518
2012-07-01,Charlotte,NC,9.3,149416
2012-08-01,Charlotte,NC,9.2,149670
2012-09-01,Charlotte,NC,9.1,150254
2012-10-01,Charlotte,NC,9.0,151056
2012-11-01,Charlotte,NC,9.0,151871
2012-12-01,Charlotte,NC,8.9,151794
2013-01-01,Charlotte,NC,8.8,152084
2013-02-01,Charlotte,NC,8.6,151950
2013-03-01,Charlotte,NC,8.5,153424
2013-04-01,Charlotte,NC,8.3,154818
2013-05-01,Charlotte,NC,8.1,157113
2013-06-01,Charlotte,NC,8.0,159026
2013-07-01,Charlotte,NC,7.8,161127
2013-08-01,Charlotte,NC,7.6,162610
2013-09-01,Charlotte,NC,7.4,163740
2013-10-01,Charlotte,NC,7.2,164711
2013-11-01,Charlotte,NC,7.0,165676
2013-12-01,Charlotte,NC,6.8,167201
2014-01-01,Charlotte,NC,6.6,168457
2014-02-01,Charlotte,NC,6.5,170092
2014-03-01,Charlotte,NC,6.4,170922
2014-04-01,Charlotte,NC,6.3,171348
2014-05-01,Charlotte,NC,6.3,171474
2014-06-01,Charlotte,NC,6.3,171487
2014-07-01,Charlotte,NC,6.2,171274
2014-08-01,Charlotte,NC,6.2,171019
2014-09-01,Charlotte,NC,6.0,171229
2014-10-01,Charlotte,NC,5.9,171798
2014-11-01,Charlotte,NC,5.8,172601
2014-12-01,Charlotte,NC,5.6,173429
2015-01-01,Charlotte,NC,5.6,174196
2015-02-01,Charlotte,NC,5.6,175058
2015-03-01,Charlotte,NC,5.6,176059
2015-04-01,Charlotte,NC,5.7,177250
2015-05-01,Charlotte,NC,5.7,177772
2015-06-01,Charlotte,NC,5.6,178353
2015-07-01,Charlotte,NC,5.5,179400
2015-08-01,Charlotte,NC,5.4,181224
2015-09-01,Charlotte,NC,5.3,182648
2015-10-01,Charlotte,NC,5.2,183646
2015-11-01,Charlotte,NC,5.1,184339
2015-12-01,Charlotte,NC,5.1,184721
2016-01-01,Charlotte,NC,5.0,185481
2016-02-01,Charlotte,NC,4.9,186503
2016-03-01,Charlotte,NC,4.9,187598
2016-04-01,Charlotte,NC,4.8,188981
2016-05-01,Charlotte,NC,4.8,190883
2016-06-01,Charlotte,NC,4.8,193230
2016-07-01,Charlotte,NC,4.8,195241
2016-08-01,Charlotte,NC,4.8,196420
2016-09-01,Charlotte,NC,4.8,197802
2016-10-01,Charlotte,NC,4.8,199147
2016-11-01,Charlotte,NC,4.8,200907
2016-12-01,Charlotte,NC,4.7,202783
2017-01-01,Charlotte,NC,4.6,204560
2017-02-01,Charlotte,NC,4.5,205727
2017-03-01,Charlotte,NC,4.4,207202
2017-04-01,Charlotte,NC,4.3,208579
2017-05-01,Charlotte,NC,4.2,210218
2017-06-01,Charlotte,NC,4.2,211657
2017-07-01,Charlotte,NC,4.2,212851
2017-08-01,Charlotte,NC,4.2,214669
2017-09-01,Charlotte,NC,4.2,216349
2017-10-01,Charlotte,NC,4.1,218688
2017-11-01,Charlotte,NC,4.1,220459
2017-12-01,Charlotte,NC,4.1,222358
2018-01-01,Charlotte,NC,4.0,224214
2018-02-01,Charlotte,NC,3.9,226499
2018-03-01,Charlotte,NC,3.9,228258
2018-04-01,Charlotte,NC,3.8,229569
2018-05-01,Charlotte,NC,3.7,230920
2018-06-01,Charlotte,NC,3.6,232429
2018-07-01,Charlotte,NC,3.5,234493
2018-08-01,Charlotte,NC,3.5,236089
2018-09-01,Charlotte,NC,3.5,237791
2018-10-01,Charlotte,NC,3.4,238604
2018-11-01,Charlotte,NC,3.5,239875
2018-12-01,Charlotte,NC,3.5,240977
2019-01-01,Charlotte,NC,3.5,242730
2019-02-01,Charlotte,NC,3.6,243283
2019-03-01,Charlotte,NC,3.6,243877
2019-04-01,Charlotte,NC,3.7,244457
2019-05-01,Charlotte,NC,3.7,245462
2019-06-01,Charlotte,NC,3.8,246348
2019-07-01,Charlotte,NC,3.8,247021
2019-08-01,Charlotte,NC,3.7,247964
2019-09-01,Charlotte,NC,3.6,248928
2019-10-01,Charlotte,NC,3.6,250324
2019-11-01,Charlotte,NC,3.5,251633
2019-12-01,Charlotte,NC,3.4,253042
2020-01-01,Charlotte,NC,3.4,254032
2003-01-01,Chattanooga,TN,4.2,107555
2003-02-01,Chattanooga,TN,4.3,107862
2003-03-01,Chattanooga,TN,4.3,108139
2003-04-01,Chattanooga,TN,4.4,108430
2003-05-01,Chattanooga,TN,4.5,108716
2003-06-01,Chattanooga,TN,4.5,109184
2003-07-01,Chattanooga,TN,4.6,109519
2003-08-01,Chattanooga,TN,4.6,109984
2003-09-01,Chattanooga,TN,4.5,110339
2003-10-01,Chattanooga,TN,4.4,110770
2003-11-01,Chattanooga,TN,4.4,111187
2003-12-01,Chattanooga,TN,4.3,111543
2004-01-01,Chattanooga,TN,4.3,111926
2004-02-01,Chattanooga,TN,4.2,112342
2004-03-01,Chattanooga,TN,4.2,112924
2004-04-01,Chattanooga,TN,4.2,113420
2004-05-01,Chattanooga,TN,4.2,113829
2004-06-01,Chattanooga,TN,4.2,114061
2004-07-01,Chattanooga,TN,4.3,114527
2004-08-01,Chattanooga,TN,4.4,114900
2004-09-01,Chattanooga,TN,4.5,115480
2004-10-01,Chattanooga,TN,4.7,116096
2004-11-01,Chattanooga,TN,4.8,116683
2004-12-01,Chattanooga,TN,4.9,117377
2005-01-01,Chattanooga,TN,5.0,117896
2005-02-01,Chattanooga,TN,5.0,118636
2005-03-01,Chattanooga,TN,5.0,119399
2005-04-01,Chattanooga,TN,5.0,120290
2005-05-01,Chattanooga,TN,4.9,121142
2005-06-01,Chattanooga,TN,4.8,121974
2005-07-01,Chattanooga,TN,4.8,122728
2005-08-01,Chattanooga,TN,4.7,123638
2005-09-01,Chattanooga,TN,4.6,124574
2005-10-01,Chattanooga,TN,4.6,125486
2005-11-01,Chattanooga,TN,4.6,126397
2005-12-01,Chattanooga,TN,4.6,127247
2006-01-01,Chattanooga,TN,4.6,128037
2006-02-01,Chattanooga,TN,4.6,128592
2006-03-01,Chattanooga,TN,4.6,128801
2006-04-01,Chattanooga,TN,4.6,129173
2006-05-01,Chattanooga,TN,4.7,129714
2006-06-01,Chattanooga,TN,4.7,130369
2006-07-01,Chattanooga,TN,4.6,130887
2006-08-01,Chattanooga,TN,4.5,131328
2006-09-01,Chattanooga,TN,4.3,131572
2006-10-01,Chattanooga,TN,4.2,131822
2006-11-01,Chattanooga,TN,4.0,132018
2006-12-01,Chattanooga,TN,3.9,132512
2007-01-01,Chattanooga,TN,3.9,132900
2007-02-01,Chattanooga,TN,3.8,133217
2007-03-01,Chattanooga,TN,3.8,133371
2007-04-01,Chattanooga,TN,3.8,133447
2007-05-01,Chattanooga,TN,3.8,133581
2007-06-01,Chattanooga,TN,3.8,133899
2007-07-01,Chattanooga,TN,3.9,134260
2007-08-01,Chattanooga,TN,4.1,134479
2007-09-01,Chattanooga,TN,4.3,134624
2007-10-01,Chattanooga,TN,4.4,134737
2007-11-01,Chattanooga,TN,4.6,134699
2007-12-01,Chattanooga,TN,4.8,133989
2008-01-01,Chattanooga,TN,4.9,133421
2008-02-01,Chattanooga,TN,5.0,133209
2008-03-01,Chattanooga,TN,5.1,133572
2008-04-01,Chattanooga,TN,5.3,133638
2008-05-01,Chattanooga,TN,5.5,133327
2008-06-01,Chattanooga,TN,5.7,132590
2008-07-01,Chattanooga,TN,5.9,131912
2008-08-01,Chattanooga,TN,6.1,131161
2008-09-01,Chattanooga,TN,6.3,130529
2008-10-01,Chattanooga,TN,6.4,129719
2008-11-01,Chattanooga,TN,6.5,129156
2008-12-01,Chattanooga,TN,7.7,128943
2009-01-01,Chattanooga,TN,8.6,128737
2009-02-01,Chattanooga,TN,9.1,128176
2009-03-01,Chattanooga,TN,9.5,127289
2009-04-01,Chattanooga,TN,9.7,126688
2009-05-01,Chattanooga,TN,9.8,126088
2009-06-01,Chattanooga,TN,9.8,125660
2009-07-01,Chattanooga,TN,9.7,125060
2009-08-01,Chattanooga,TN,9.6,124741
2009-09-01,Chattanooga,TN,9.5,124417
2009-10-01,Chattanooga,TN,9.4,124238
2009-11-01,Chattanooga,TN,9.4,123886
2009-12-01,Chattanooga,TN,9.4,123476
2010-01-01,Chattanooga,TN,9.5,123233
2010-02-01,Chattanooga,TN,9.5,123131
2010-03-01,Chattanooga,TN,9.3,123279
2010-04-01,Chattanooga,TN,9.1,123133
2010-05-01,Chattanooga,TN,8.8,123249
2010-06-01,Chattanooga,TN,8.5,123304
2010-07-01,Chattanooga,TN,8.4,123568
2010-08-01,Chattanooga,TN,8.3,123767
2010-09-01,Chattanooga,TN,8.4,124006
2010-10-01,Chattanooga,TN,8.5,123996
2010-11-01,Chattanooga,TN,8.7,123974
2010-12-01,Chattanooga,TN,8.7,123617
2011-01-01,Chattanooga,TN,8.7,123280
2011-02-01,Chattanooga,TN,8.7,122869
2011-03-01,Chattanooga,TN,8.6,122374
2011-04-01,Chattanooga,TN,8.5,121625
2011-05-01,Chattanooga,TN,8.5,120757
2011-06-01,Chattanooga,TN,8.4,120012
2011-07-01,Chattanooga,TN,8.3,119359
2011-08-01,Chattanooga,TN,8.2,118538
2011-09-01,Chattanooga,TN,8.0,117636
2011-10-01,Chattanooga,TN,7.8,116978
2011-11-01,Chattanooga,TN,7.6,116202
2011-12-01,Chattanooga,TN,7.5,116108
2012-01-01,Chattanooga,TN,7.3,115609
2012-02-01,Chattanooga,TN,7.3,115148
2012-03-01,Chattanooga,TN,7.4,114631
2012-04-01,Chattanooga,TN,7.5,114812
2012-05-01,Chattanooga,TN,7.6,115239
2012-06-01,Chattanooga,TN,7.6,115254
2012-07-01,Chattanooga,TN,7.5,115175
2012-08-01,Chattanooga,TN,7.4,115108
2012-09-01,Chattanooga,TN,7.3,115095
2012-10-01,Chattanooga,TN,7.2,115026
2012-11-01,Chattanooga,TN,7.3,115202
2012-12-01,Chattanooga,TN,7.3,115168
2013-01-01,Chattanooga,TN,7.4,115504
2013-02-01,Chattanooga,TN,7.5,115926
2013-03-01,Chattanooga,TN,7.6,116404
2013-04-01,Chattanooga,TN,7.6,116836
2013-05-01,Chattanooga,TN,7.6,117181
2013-06-01,Chattanooga,TN,7.6,117868
2013-07-01,Chattanooga,TN,7.6,118300
2013-08-01,Chattanooga,TN,7.4,118854
2013-09-01,Chattanooga,TN,7.3,119464
2013-10-01,Chattanooga,TN,7.1,120180
2013-11-01,Chattanooga,TN,6.9,121022
2013-12-01,Chattanooga,TN,6.7,121679
2014-01-01,Chattanooga,TN,6.6,122340
2014-02-01,Chattanooga,TN,6.5,122763
2014-03-01,Chattanooga,TN,6.4,123179
2014-04-01,Chattanooga,TN,6.5,123008
2014-05-01,Chattanooga,TN,6.5,122749
2014-06-01,Chattanooga,TN,6.6,122532
2014-07-01,Chattanooga,TN,6.6,122498
2014-08-01,Chattanooga,TN,6.5,122394
2014-09-01,Chattanooga,TN,6.5,122280
2014-10-01,Chattanooga,TN,6.3,122320
2014-11-01,Chattanooga,TN,6.2,122205
2014-12-01,Chattanooga,TN,6.0,122196
2015-01-01,Chattanooga,TN,5.9,121912
2015-02-01,Chattanooga,TN,5.8,121980
2015-03-01,Chattanooga,TN,5.7,121880
2015-04-01,Chattanooga,TN,5.7,122345
2015-05-01,Chattanooga,TN,5.6,122513
2015-06-01,Chattanooga,TN,5.6,122921
2015-07-01,Chattanooga,TN,5.5,123381
2015-08-01,Chattanooga,TN,5.4,123971
2015-09-01,Chattanooga,TN,5.3,124356
2015-10-01,Chattanooga,TN,5.1,124482
2015-11-01,Chattanooga,TN,5.1,124800
2015-12-01,Chattanooga,TN,5.0,125219
2016-01-01,Chattanooga,TN,4.9,125910
2016-02-01,Chattanooga,TN,4.9,126399
2016-03-01,Chattanooga,TN,4.8,127064
2016-04-01,Chattanooga,TN,4.8,127631
2016-05-01,Chattanooga,TN,4.8,128633
2016-06-01,Chattanooga,TN,4.8,129381
2016-07-01,Chattanooga,TN,4.9,130094
2016-08-01,Chattanooga,TN,4.9,130748
2016-09-01,Chattanooga,TN,5.0,131768
2016-10-01,Chattanooga,TN,5.0,132805
2016-11-01,Chattanooga,TN,4.9,133719
2016-12-01,Chattanooga,TN,4.8,134470
2017-01-01,Chattanooga,TN,4.6,135683
2017-02-01,Chattanooga,TN,4.4,137001
2017-03-01,Chattanooga,TN,4.2,138455
2017-04-01,Chattanooga,TN,4.1,139405
2017-05-01,Chattanooga,TN,3.9,140305
2017-06-01,Chattanooga,TN,3.8,141275
2017-07-01,Chattanooga,TN,3.7,142420
2017-08-01,Chattanooga,TN,3.7,143516
2017-09-01,Chattanooga,TN,3.7,144392
2017-10-01,Chattanooga,TN,3.7,145209
2017-11-01,Chattanooga,TN,3.7,145984
2017-12-01,Chattanooga,TN,3.7,146748
2018-01-01,Chattanooga,TN,3.7,146559
2018-02-01,Chattanooga,TN,3.7,146489
2018-03-01,Chattanooga,TN,3.7,146339
2018-04-01,Chattanooga,TN,3.7,147297
2018-05-01,Chattanooga,TN,3.6,148227
2018-06-01,Chattanooga,TN,3.6,149221
2018-07-01,Chattanooga,TN,3.5,149991
2018-08-01,Chattanooga,TN,3.5,150831
2018-09-01,Chattanooga,TN,3.4,151812
2018-10-01,Chattanooga,TN,3.4,152958
2018-11-01,Chattanooga,TN,3.4,154057
2018-12-01,Chattanooga,TN,3.4,155080
2019-01-01,Chattanooga,TN,3.4,156498
2019-02-01,Chattanooga,TN,3.4,157732
2019-03-01,Chattanooga,TN,3.3,158978
2019-04-01,Chattanooga,TN,3.3,159603
2019-05-01,Chattanooga,TN,3.3,160235
2019-06-01,Chattanooga,TN,3.3,160820
2019-07-01,Chattanooga,TN,3.4,161500
2019-08-01,Chattanooga,TN,3.4,162158
2019-09-01,Chattanooga,TN,3.4,162726
2019-10-01,Chattanooga,TN,3.3,163168
2019-11-01,Chattanooga,TN,3.2,163645
2019-12-01,Chattanooga,TN,3.2,164168
2020-01-01,Chattanooga,TN,3.3,164701
2003-01-01,Chicago,IL,6.8,194781
2003-02-01,Chicago,IL,6.7,196532
2003-03-01,Chicago,IL,6.7,198003
2003-04-01,Chicago,IL,6.7,199724
2003-05-01,Chicago,IL,6.8,200949
2003-06-01,Chicago,IL,6.9,202356
2003-07-01,Chicago,IL,7.0,203604
2003-08-01,Chicago,IL,7.0,205247
2003-09-01,Chicago,IL,7.0,206926
2003-10-01,Chicago,IL,6.9,208819
2003-11-01,Chicago,IL,6.7,210630
2003-12-01,Chicago,IL,6.6,212376
2004-01-01,Chicago,IL,6.5,214281
2004-02-01,Chicago,IL,6.4,215989
2004-03-01,Chicago,IL,6.3,217669
2004-04-01,Chicago,IL,6.2,219533
2004-05-01,Chicago,IL,6.2,221820
2004-06-01,Chicago,IL,6.2,224330
2004-07-01,Chicago,IL,6.2,226641
2004-08-01,Chicago,IL,6.2,228780
2004-09-01,Chicago,IL,6.3,230621
2004-10-01,Chicago,IL,6.3,232664
2004-11-01,Chicago,IL,6.3,234934
2004-12-01,Chicago,IL,6.2,237330
2005-01-01,Chicago,IL,6.2,239464
2005-02-01,Chicago,IL,6.1,241570
2005-03-01,Chicago,IL,6.1,243716
2005-04-01,Chicago,IL,6.0,245988
2005-05-01,Chicago,IL,6.0,248426
2005-06-01,Chicago,IL,5.9,251004
2005-07-01,Chicago,IL,5.8,253589
2005-08-01,Chicago,IL,5.8,256039
2005-09-01,Chicago,IL,5.8,258822
2005-10-01,Chicago,IL,5.7,261338
2005-11-01,Chicago,IL,5.5,263807
2005-12-01,Chicago,IL,5.3,266081
2006-01-01,Chicago,IL,5.1,268133
2006-02-01,Chicago,IL,4.9,270393
2006-03-01,Chicago,IL,4.7,272176
2006-04-01,Chicago,IL,4.6,274184
2006-05-01,Chicago,IL,4.5,275433
2006-06-01,Chicago,IL,4.5,276505
2006-07-01,Chicago,IL,4.5,277251
2006-08-01,Chicago,IL,4.4,278152
2006-09-01,Chicago,IL,4.4,278811
2006-10-01,Chicago,IL,4.5,279356
2006-11-01,Chicago,IL,4.5,279708
2006-12-01,Chicago,IL,4.5,280392
2007-01-01,Chicago,IL,4.5,281163
2007-02-01,Chicago,IL,4.6,282322
2007-03-01,Chicago,IL,4.6,281765
2007-04-01,Chicago,IL,4.6,281434
2007-05-01,Chicago,IL,4.7,279604
2007-06-01,Chicago,IL,4.8,279336
2007-07-01,Chicago,IL,4.9,277737
2007-08-01,Chicago,IL,5.0,277469
2007-09-01,Chicago,IL,5.1,276147
2007-10-01,Chicago,IL,5.2,275875
2007-11-01,Chicago,IL,5.3,274878
2007-12-01,Chicago,IL,5.3,273606
2008-01-01,Chicago,IL,5.3,272851
2008-02-01,Chicago,IL,5.3,269095
2008-03-01,Chicago,IL,5.4,269044
2008-04-01,Chicago,IL,5.5,264513
2008-05-01,Chicago,IL,5.7,264304
2008-06-01,Chicago,IL,6.0,259139
2008-07-01,Chicago,IL,6.2,257874
2008-08-01,Chicago,IL,6.3,252940
2008-09-01,Chicago,IL,6.5,250709
2008-10-01,Chicago,IL,6.8,245693
2008-11-01,Chicago,IL,7.2,242201
2008-12-01,Chicago,IL,7.7,236398
2009-01-01,Chicago,IL,8.3,230977
2009-02-01,Chicago,IL,8.9,226860
2009-03-01,Chicago,IL,9.4,222297
2009-04-01,Chicago,IL,9.8,219542
2009-05-01,Chicago,IL,10.2,215117
2009-06-01,Chicago,IL,10.4,212533
2009-07-01,Chicago,IL,10.6,209766
2009-08-01,Chicago,IL,10.7,207871
2009-09-01,Chicago,IL,10.8,204506
2009-10-01,Chicago,IL,11.0,202353
2009-11-01,Chicago,IL,11.1,199881
2009-12-01,Chicago,IL,11.3,200199
2010-01-01,Chicago,IL,11.4,198725
2010-02-01,Chicago,IL,11.4,198624
2010-03-01,Chicago,IL,11.3,195628
2010-04-01,Chicago,IL,11.1,195626
2010-05-01,Chicago,IL,10.9,193408
2010-06-01,Chicago,IL,10.6,193641
2010-07-01,Chicago,IL,10.4,189914
2010-08-01,Chicago,IL,10.2,188117
2010-09-01,Chicago,IL,10.0,185417
2010-10-01,Chicago,IL,9.9,184292
2010-11-01,Chicago,IL,9.7,181818
2010-12-01,Chicago,IL,9.7,179517
2011-01-01,Chicago,IL,9.6,177403
2011-02-01,Chicago,IL,9.7,175539
2011-03-01,Chicago,IL,9.8,174020
2011-04-01,Chicago,IL,9.9,171187
2011-05-01,Chicago,IL,10.1,169798
2011-06-01,Chicago,IL,10.2,167306
2011-07-01,Chicago,IL,10.3,167488
2011-08-01,Chicago,IL,10.3,166365
2011-09-01,Chicago,IL,10.1,166234
2011-10-01,Chicago,IL,9.9,163463
2011-11-01,Chicago,IL,9.7,162241
2011-12-01,Chicago,IL,9.5,159620
2012-01-01,Chicago,IL,9.3,158670
2012-02-01,Chicago,IL,9.2,156213
2012-03-01,Chicago,IL,9.1,156613
2012-04-01,Chicago,IL,9.2,156334
2012-05-01,Chicago,IL,9.2,156587
2012-06-01,Chicago,IL,9.2,155327
2012-07-01,Chicago,IL,9.2,153651
2012-08-01,Chicago,IL,9.1,152484
2012-09-01,Chicago,IL,9.0,151642
2012-10-01,Chicago,IL,9.0,152334
2012-11-01,Chicago,IL,9.1,153426
2012-12-01,Chicago,IL,9.2,154711
2013-01-01,Chicago,IL,9.3,156231
2013-02-01,Chicago,IL,9.3,157592
2013-03-01,Chicago,IL,9.3,158019
2013-04-01,Chicago,IL,9.3,158908
2013-05-01,Chicago,IL,9.3,159455
2013-06-01,Chicago,IL,9.2,161536
2013-07-01,Chicago,IL,9.1,163658
2013-08-01,Chicago,IL,9.0,166193
2013-09-01,Chicago,IL,8.9,167834
2013-10-01,Chicago,IL,8.7,170054
2013-11-01,Chicago,IL,8.6,170801
2013-12-01,Chicago,IL,8.4,172193
2014-01-01,Chicago,IL,8.3,172413
2014-02-01,Chicago,IL,8.1,173869
2014-03-01,Chicago,IL,7.8,174531
2014-04-01,Chicago,IL,7.6,174628
2014-05-01,Chicago,IL,7.4,175271
2014-06-01,Chicago,IL,7.1,176416
2014-07-01,Chicago,IL,6.9,177617
2014-08-01,Chicago,IL,6.8,178058
2014-09-01,Chicago,IL,6.6,179183
2014-10-01,Chicago,IL,6.5,179842
2014-11-01,Chicago,IL,6.3,180847
2014-12-01,Chicago,IL,6.2,181321
2015-01-01,Chicago,IL,6.1,181837
2015-02-01,Chicago,IL,6.1,181939
2015-03-01,Chicago,IL,6.1,182505
2015-04-01,Chicago,IL,6.0,184121
2015-05-01,Chicago,IL,6.0,185669
2015-06-01,Chicago,IL,5.9,186415
2015-07-01,Chicago,IL,5.8,187072
2015-08-01,Chicago,IL,5.7,187913
2015-09-01,Chicago,IL,5.7,188640
2015-10-01,Chicago,IL,5.8,188999
2015-11-01,Chicago,IL,5.9,189535
2015-12-01,Chicago,IL,5.9,190504
2016-01-01,Chicago,IL,6.0,191628
2016-02-01,Chicago,IL,6.0,193343
2016-03-01,Chicago,IL,6.0,194694
2016-04-01,Chicago,IL,5.9,195768
2016-05-01,Chicago,IL,5.8,196332
2016-06-01,Chicago,IL,5.7,197193
2016-07-01,Chicago,IL,5.7,198389
2016-08-01,Chicago,IL,5.6,199447
2016-09-01,Chicago,IL,5.6,200149
2016-10-01,Chicago,IL,5.5,201229
2016-11-01,Chicago,IL,5.4,202660
2016-12-01,Chicago,IL,5.3,204037
2017-01-01,Chicago,IL,5.1,205409
2017-02-01,Chicago,IL,4.9,206563
2017-03-01,Chicago,IL,4.8,208364
2017-04-01,Chicago,IL,4.7,209629
2017-05-01,Chicago,IL,4.7,210586
2017-06-01,Chicago,IL,4.8,210936
2017-07-01,Chicago,IL,4.8,211285
2017-08-01,Chicago,IL,4.9,212147
2017-09-01,Chicago,IL,4.9,213382
2017-10-01,Chicago,IL,4.8,214361
2017-11-01,Chicago,IL,4.7,215041
2017-12-01,Chicago,IL,4.5,216101
2018-01-01,Chicago,IL,4.4,217637
2018-02-01,Chicago,IL,4.2,218708
2018-03-01,Chicago,IL,4.1,218672
2018-04-01,Chicago,IL,4.0,218762
2018-05-01,Chicago,IL,4.0,219330
2018-06-01,Chicago,IL,3.9,220426
2018-07-01,Chicago,IL,3.9,221079
2018-08-01,Chicago,IL,3.9,221553
2018-09-01,Chicago,IL,3.9,222246
2018-10-01,Chicago,IL,4.0,222952
2018-11-01,Chicago,IL,4.0,223633
2018-12-01,Chicago,IL,4.0,223897
2019-01-01,Chicago,IL,4.1,223486
2019-02-01,Chicago,IL,4.0,223270
2019-03-01,Chicago,IL,4.0,223417
2019-04-01,Chicago,IL,4.0,223964
2019-05-01,Chicago,IL,3.9,224288
2019-06-01,Chicago,IL,3.8,224389
2019-07-01,Chicago,IL,3.8,224692
2019-08-01,Chicago,IL,3.7,224836
2019-09-01,Chicago,IL,3.7,224663
2019-10-01,Chicago,IL,3.7,224490
2019-11-01,Chicago,IL,3.7,224373
2019-12-01,Chicago,IL,3.7,224346
2020-01-01,Chicago,IL,3.6,224556
2003-01-01,Cincinnati,OH,5.4,131808
2003-02-01,Cincinnati,OH,5.4,132294
2003-03-01,Cincinnati,OH,5.5,132870
2003-04-01,Cincinnati,OH,5.5,133449
2003-05-01,Cincinnati,OH,5.6,133866
2003-06-01,Cincinnati,OH,5.5,134256
2003-07-01,Cincinnati,OH,5.5,134773
2003-08-01,Cincinnati,OH,5.5,135294
2003-09-01,Cincinnati,OH,5.4,135755
2003-10-01,Cincinnati,OH,5.4,136061
2003-11-01,Cincinnati,OH,5.4,136391
2003-12-01,Cincinnati,OH,5.4,136847
2004-01-01,Cincinnati,OH,5.4,137284
2004-02-01,Cincinnati,OH,5.4,137659
2004-03-01,Cincinnati,OH,5.4,137966
2004-04-01,Cincinnati,OH,5.4,138371
2004-05-01,Cincinnati,OH,5.4,138781
2004-06-01,Cincinnati,OH,5.4,139137
2004-07-01,Cincinnati,OH,5.4,139383
2004-08-01,Cincinnati,OH,5.5,139592
2004-09-01,Cincinnati,OH,5.5,139912
2004-10-01,Cincinnati,OH,5.6,140268
2004-11-01,Cincinnati,OH,5.6,140678
2004-12-01,Cincinnati,OH,5.7,140980
2005-01-01,Cincinnati,OH,5.7,141343
2005-02-01,Cincinnati,OH,5.6,141659
2005-03-01,Cincinnati,OH,5.5,141866
2005-04-01,Cincinnati,OH,5.4,142039
2005-05-01,Cincinnati,OH,5.3,142270
2005-06-01,Cincinnati,OH,5.3,142577
2005-07-01,Cincinnati,OH,5.3,142766
2005-08-01,Cincinnati,OH,5.3,142968
2005-09-01,Cincinnati,OH,5.4,143022
2005-10-01,Cincinnati,OH,5.4,143229
2005-11-01,Cincinnati,OH,5.4,143388
2005-12-01,Cincinnati,OH,5.4,143747
2006-01-01,Cincinnati,OH,5.3,144040
2006-02-01,Cincinnati,OH,5.2,144255
2006-03-01,Cincinnati,OH,5.2,144504
2006-04-01,Cincinnati,OH,5.2,144643
2006-05-01,Cincinnati,OH,5.2,144766
2006-06-01,Cincinnati,OH,5.3,144697
2006-07-01,Cincinnati,OH,5.3,144703
2006-08-01,Cincinnati,OH,5.3,144817
2006-09-01,Cincinnati,OH,5.2,145102
2006-10-01,Cincinnati,OH,5.2,145247
2006-11-01,Cincinnati,OH,5.1,145188
2006-12-01,Cincinnati,OH,5.1,144781
2007-01-01,Cincinnati,OH,5.0,144677
2007-02-01,Cincinnati,OH,4.9,144700
2007-03-01,Cincinnati,OH,4.9,144593
2007-04-01,Cincinnati,OH,4.9,144200
2007-05-01,Cincinnati,OH,4.9,143674
2007-06-01,Cincinnati,OH,5.0,143332
2007-07-01,Cincinnati,OH,5.0,142851
2007-08-01,Cincinnati,OH,5.1,142373
2007-09-01,Cincinnati,OH,5.1,141975
2007-10-01,Cincinnati,OH,5.1,141651
2007-11-01,Cincinnati,OH,5.0,141325
2007-12-01,Cincinnati,OH,5.0,141157
2008-01-01,Cincinnati,OH,4.9,141005
2008-02-01,Cincinnati,OH,4.9,141136
2008-03-01,Cincinnati,OH,5.0,140446
2008-04-01,Cincinnati,OH,5.1,139370
2008-05-01,Cincinnati,OH,5.4,137980
2008-06-01,Cincinnati,OH,5.7,137239
2008-07-01,Cincinnati,OH,6.0,136649
2008-08-01,Cincinnati,OH,6.2,135846
2008-09-01,Cincinnati,OH,6.3,134611
2008-10-01,Cincinnati,OH,6.6,133219
2008-11-01,Cincinnati,OH,6.9,131910
2008-12-01,Cincinnati,OH,7.3,130478
2009-01-01,Cincinnati,OH,7.9,128151
2009-02-01,Cincinnati,OH,8.4,125056
2009-03-01,Cincinnati,OH,8.9,123719
2009-04-01,Cincinnati,OH,9.2,123742
